step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error,ideal_tmp,actual_tmp,IND
52,9:03:03,-626,8986,11279,17489,15172,28,CCW,69.309,68.6719242,-0.637075798,-60,-61.9221,3627
53,9:03:03,-609,8831,11685,17654,14760,28,CCW,63.828,63.16921417,-0.658785828,-60,-61.9221,3628
54,9:03:03,-624,8718,12114,17777,14328,28,CCW,58.212,57.59679776,-0.615202243,-60,-61.93215,3629
55,9:03:04,-614,8637,12557,17846,13895,28,CCW,52.686,52.06946538,-0.61653462,-60,-61.93215,3630
56,9:03:04,-635,8612,13014,17879,13439,28,CCW,46.971,46.40092279,-0.570077209,-60,-61.93215,3631
57,9:03:04,-622,8629,13448,17855,12979,28,CCW,41.373,40.87314888,-0.499851116,-60,-61.93215,3632
58,9:03:05,-633,8694,13914,17796,12542,28,CCW,35.676,35.25526025,-0.420739747,-60,-61.9422,3633
59,9:03:05,-617,8802,14357,17689,12109,28,CCW,30.123,29.70949471,-0.413505293,-60,-61.9422,3634
60,9:03:05,-629,8960,14779,17537,11672,28,CCW,24.462,24.10261567,-0.359384328,-60,-61.9422,3635
61,9:03:06,-610,9150,15189,17341,11271,28,CCW,18.972,18.58857354,-0.383426457,-60,-61.95225,3636
62,9:03:06,-629,9384,15598,17109,10879,28,CCW,13.311,12.89634424,-0.414655756,-60,-61.95225,3637
63,9:03:06,-630,9657,15966,16840,10498,28,CCW,7.641,7.217479813,-0.423520187,-60,-61.95225,3638
64,9:03:07,-619,9948,16300,16520,10145,28,CCW,2.07,1.564800759,-0.505199241,-60,-61.95225,3639
0,9:03:11,117,10003,16373,16569,10166,29,CW,1.053,1.317332484,0.264332484,-60,-61.9623,3640
1,9:03:12,587,9712,16042,16870,10507,29,CW,6.336,6.808483511,0.472483511,-60,-61.9623,3641
2,9:03:12,637,9429,15673,17151,10894,29,CW,12.069,12.58397368,0.51497368,-60,-61.9623,3642
3,9:03:12,630,9197,15264,17388,11281,29,CW,17.739,18.2401152,0.501115199,-60,-61.97235,3643
4,9:03:12,629,8998,14844,17586,11700,29,CW,23.4,23.92312788,0.523127878,-60,-61.97235,3644
5,9:03:13,605,8844,14432,17741,12128,29,CW,28.845,29.40241922,0.557419218,-60,-61.97235,3645
6,9:03:13,624,8733,13982,17858,12563,29,CW,34.461,35.0016729,0.540672897,-60,-61.97235,3646
7,9:03:13,628,8664,13526,17923,13012,29,CW,40.113,40.6174871,0.504487103,-60,-61.9824,3647
8,9:03:14,624,8639,13080,17938,13466,29,CW,45.729,46.16184888,0.432848882,-60,-61.9824,3648
9,9:03:14,636,8669,12620,17916,13920,29,CW,51.453,51.81301937,0.36001937,-60,-61.9824,3649
10,9:03:14,615,8739,12178,17844,14348,29,CW,56.988,57.27339185,0.285391853,-60,-61.99245,3650
11,9:03:15,628,8850,11749,17721,14795,29,CW,62.64,62.90963335,0.26963335,-60,-61.99245,3651
12,9:03:15,623,9012,11325,17556,15206,29,CW,68.247,68.50592501,0.258925012,-60,-61.99245,3652
13,9:03:15,616,9214,10930,17366,15603,29,CW,73.791,74.03828302,0.247283016,-60,-62.0025,3653
14,9:03:15,616,9449,10554,17119,15986,29,CW,79.335,79.68132397,0.346323973,-60,-62.0025,3654
15,9:03:16,618,9730,10211,16859,16350,29,CW,84.897,85.27680724,0.379807237,-60,-62.0025,3655
16,9:03:16,633,10042,9872,16539,16669,29,CW,90.594,91.01573935,0.421739346,-60,-62.01255,3656
17,9:03:16,620,10381,9586,16198,16974,29,CW,96.174,96.68280116,0.508801163,-60,-62.05275,3657
18,9:03:17,633,10751,9321,15819,17236,29,CW,101.871,102.4360946,0.565094637,-60,-62.0628,3658
19,9:03:17,617,11148,9102,15444,17457,29,CW,107.424,108.0059474,0.581947366,-60,-62.0628,3659
20,9:03:17,623,11553,8921,15025,17639,29,CW,113.031,113.6333675,0.602367484,-60,-62.0628,3660
21,9:03:17,610,11973,8794,14613,17791,29,CW,118.521,119.0986236,0.577623631,-60,-62.0628,3661
22,9:03:18,624,12419,8695,14177,17884,29,CW,124.137,124.6983206,0.561320626,-60,-62.07285,3662
23,9:03:18,618,12861,8640,13720,17927,29,CW,129.699,130.2892628,0.59026285,-60,-62.07285,3663
24,9:03:18,619,13308,8644,13280,17949,29,CW,135.27,135.7570802,0.487080215,-60,-62.07285,3664
25,9:03:19,631,13768,8686,12830,17908,29,CW,140.949,141.3688854,0.419885423,-60,-62.0829,3665
26,9:03:19,620,14216,8775,12386,17826,29,CW,146.529,146.9341398,0.405139842,-60,-62.0829,3666
27,9:03:19,632,14652,8912,11937,17696,29,CW,152.217,152.5883183,0.371318307,-60,-62.0829,3667
28,9:03:20,613,15077,9084,11518,17524,29,CW,157.734,158.1585581,0.42455806,-60,-62.09295,3668
29,9:03:20,610,15483,9290,11118,17312,29,CW,163.224,163.7042557,0.480255709,-60,-62.09295,3669
30,9:03:20,625,15869,9555,10726,17075,29,CW,168.849,169.3574632,0.508463223,-60,-62.09295,3670
31,9:03:20,622,16228,9837,10357,16779,29,CW,174.447,175.0341118,0.587111811,-60,-62.09295,3671
32,9:03:21,632,16574,10156,10013,16446,29,CW,180.135,180.8345271,0.699527146,-60,-62.103,3672
33,9:03:21,613,16889,10512,9711,16119,29,CW,185.652,186.4544374,0.802437376,-60,-62.103,3673
34,9:03:21,634,17159,10890,9429,15736,29,CW,191.358,192.1942977,0.836297709,-60,-62.103,3674
35,9:03:22,629,17398,11287,9195,15331,29,CW,197.019,197.8833374,0.864337418,-60,-62.11305,3675
36,9:03:22,630,17607,11716,8996,14924,29,CW,202.689,203.5652241,0.8762241,-60,-62.11305,3676
37,9:03:22,605,17750,12135,8839,14503,29,CW,208.134,209.020015,0.886015038,-60,-62.11305,3677
38,9:03:22,627,17874,12575,8734,14056,29,CW,213.777,214.6303977,0.853397699,-60,-62.11305,3678
39,9:03:23,627,17940,13026,8661,13601,29,CW,219.42,220.2552167,0.835216673,-60,-62.1231,3679
40,9:03:23,630,17949,13480,8636,13151,29,CW,225.09,225.8268273,0.736827331,-60,-62.1231,3680
41,9:03:23,638,17924,13931,8667,12683,29,CW,230.832,231.5201922,0.688192194,-60,-62.1231,3681
42,9:03:24,616,17862,14368,8739,12250,29,CW,236.376,236.9819384,0.605938393,-60,-62.13315,3682
43,9:03:24,637,17742,14814,8857,11819,29,CW,242.109,242.6431068,0.534106816,-60,-62.13315,3683
44,9:03:24,628,17579,15233,9022,11391,29,CW,247.761,248.3260233,0.565023279,-60,-62.13315,3684
45,9:03:25,620,17383,15624,9222,10991,29,CW,253.341,253.880842,0.539841954,-60,-62.1432,3685
46,9:03:25,627,17134,16008,9458,10611,29,CW,258.984,259.5802602,0.596260209,-60,-62.1432,3686
47,9:03:25,623,16855,16357,9734,10252,29,CW,264.591,265.2587653,0.667765334,-60,-62.1432,3687
48,9:03:25,633,16468,16604,10006,9867,29,CW,270.288,271.0351985,0.74719852,-60,-62.1432,3688
49,9:03:26,630,16197,16984,10392,9624,29,CW,275.958,276.7632964,0.805296426,-60,-62.15325,3689
50,9:03:26,640,15816,17250,10765,9354,29,CW,281.718,282.5994096,0.881409571,-60,-62.15325,3690
51,9:03:26,622,15437,17464,11157,9130,29,CW,287.316,288.1784051,0.862405079,-60,-62.15325,3691
52,9:03:27,633,15027,17651,11570,8955,29,CW,293.013,293.8174818,0.804481761,-60,-62.1633,3692
53,9:03:27,614,14602,17781,11979,8813,29,CW,298.539,299.3001534,0.761153366,-60,-62.1633,3693
54,9:03:27,631,14163,17871,12425,8712,29,CW,304.218,304.9377164,0.71971641,-60,-62.1633,3694
55,9:03:27,628,13716,17923,12868,8663,29,CW,309.87,310.4942693,0.624269309,-60,-62.1633,3695
56,9:03:28,626,13269,17929,13307,8661,29,CW,315.504,315.970899,0.466898967,-60,-62.17335,3696
57,9:03:28,639,12810,17875,13765,8695,29,CW,321.255,321.6481427,0.393142717,-60,-62.17335,3697
58,9:03:28,627,12376,17791,14214,8787,29,CW,326.898,327.1846965,0.286696504,-60,-62.17335,3698
59,9:03:29,637,11925,17658,14651,8923,29,CW,332.631,332.8815032,0.250503215,-60,-62.1834,3699
60,9:03:29,623,11510,17487,15078,9092,29,CW,338.238,338.4497962,0.211796229,-60,-62.1834,3700
61,9:03:29,612,11114,17269,15476,9299,29,CW,343.746,343.9659439,0.219943945,-60,-62.1834,3701
62,9:03:30,627,10721,17023,15870,9562,29,CW,349.389,349.7080834,0.31908341,-60,-62.19345,3702
63,9:03:30,628,10355,16728,16232,9842,29,CW,355.041,355.389467,0.348466971,-60,-62.19345,3703
64,9:03:31,638,10006,16381,16563,10152,29,CW,360.783,361.1814801,0.398480096,-60,-62.19345,3704
0,9:03:34,116,9967,16322,16525,10137,29,CCW,361.827,361.3819206,-0.445079405,-60,-62.19345,3705
1,9:03:34,-610,10291,16652,16194,9830,29,CCW,356.337,355.7663656,-0.570634367,-60,-62.2035,3706
2,9:03:34,-628,10654,16935,15830,9533,29,CCW,350.685,350.050811,-0.634189,-60,-62.2035,3707
3,9:03:34,-634,11050,17194,15447,9282,29,CCW,344.979,344.3262615,-0.652738475,-60,-62.2035,3708
4,9:03:35,-625,11446,17409,15030,9069,29,CCW,339.354,338.6732379,-0.680762073,-60,-62.21355,3709
5,9:03:35,-610,11868,17592,14632,8900,29,CCW,333.864,333.1839549,-0.680045117,-60,-62.21355,3710
6,9:03:35,-637,12295,17708,14183,8755,29,CCW,328.131,327.5503782,-0.580621846,-60,-62.21355,3711
7,9:03:36,-625,12738,17817,13741,8675,29,CCW,322.506,321.9676973,-0.538302673,-60,-62.21355,3712
8,9:03:36,-636,13188,17859,13287,8624,29,CCW,316.782,316.3497826,-0.432217435,-60,-62.2236,3713
9,9:03:36,-624,13640,17855,12851,8625,29,CCW,311.166,310.8426411,-0.323358914,-60,-62.2236,3714
10,9:03:37,-637,14093,17821,12402,8682,29,CCW,305.433,305.2024983,-0.230501728,-60,-62.2236,3715
11,9:03:37,-625,14530,17735,11969,8777,29,CCW,299.808,299.6549543,-0.153045698,-60,-62.23365,3716
12,9:03:37,-637,14957,17586,11542,8907,29,CCW,294.075,294.023381,-0.051619049,-60,-62.23365,3717
13,9:03:37,-607,15360,17425,11145,9090,29,CCW,288.612,288.5456664,-0.066333618,-60,-62.23365,3718
14,9:03:38,-628,15744,17209,10750,9309,29,CCW,282.96,282.9164879,-0.04351213,-60,-62.2437,3719
15,9:03:38,-636,16126,16949,10385,9566,29,CCW,277.236,277.1714944,-0.064505603,-60,-62.2437,3720
16,9:03:38,-622,16385,16566,9984,9808,29,CCW,271.638,271.4080662,-0.22993375,-60,-62.25375,3721
17,9:03:39,-647,16786,16329,9717,10199,29,CCW,265.815,265.5933167,-0.221683283,-60,-62.2839,3722
18,9:03:39,-622,17054,15970,9440,10542,29,CCW,260.217,259.966449,-0.250551049,-60,-62.2839,3723
19,9:03:39,-632,17302,15587,9196,10924,29,CCW,254.529,254.2169192,-0.312080769,-60,-62.2839,3724
20,9:03:39,-633,17513,15197,8989,11340,29,CCW,248.832,248.4970363,-0.334963688,-60,-62.2839,3725
21,9:03:40,-617,17666,14778,8830,11746,29,CCW,243.279,242.9609261,-0.318073946,-60,-62.29395,3726
22,9:03:40,-628,17792,14340,8713,12175,29,CCW,237.627,237.3296146,-0.297385353,-60,-62.29395,3727
23,9:03:40,-618,17856,13906,8634,12619,29,CCW,232.065,231.7895514,-0.275448579,-60,-62.29395,3728
24,9:03:41,-641,17891,13457,8608,13083,29,CCW,226.296,226.1118067,-0.184193299,-60,-62.304,3729
25,9:03:41,-626,17869,12996,8626,13524,29,CCW,220.662,220.531053,-0.130947049,-60,-62.304,3730
26,9:03:41,-639,17808,12547,8690,13985,29,CCW,214.911,214.8698801,-0.041119852,-60,-62.304,3731
27,9:03:42,-619,17700,12116,8799,14428,29,CCW,209.34,209.3364898,-0.003510236,-60,-62.31405,3732
28,9:03:42,-625,17544,11676,8954,14846,29,CCW,203.715,203.7386148,0.023614816,-60,-62.31405,3733
29,9:03:42,-613,17352,11269,9145,15259,29,CCW,198.198,198.1908809,-0.007119126,-60,-62.31405,3734
30,9:03:42,-630,17115,10878,9382,15669,29,CCW,192.528,192.4893663,-0.038633699,-60,-62.31405,3735
31,9:03:43,-627,16841,10493,9657,16031,29,CCW,186.885,186.8100971,-0.074902857,-60,-62.3241,3736
32,9:03:43,-615,16541,10145,9957,16376,29,CCW,181.35,181.1927323,-0.157267678,-60,-62.3241,3737
33,9:03:43,-634,16200,9822,10298,16707,29,CCW,175.644,175.4043062,-0.239693835,-60,-62.3241,3738
34,9:03:44,-623,15835,9528,10664,16989,29,CCW,170.037,169.7028864,-0.334113568,-60,-62.33415,3739
35,9:03:44,-629,15448,9270,11057,17240,29,CCW,164.376,163.996292,-0.379707953,-60,-62.33415,3740
36,9:03:44,-617,15034,9057,11458,17457,29,CCW,158.823,158.3496673,-0.473332697,-60,-62.33415,3741
37,9:03:44,-607,14631,8888,11877,17630,29,CCW,153.36,152.8927983,-0.46720173,-60,-62.33415,3742
38,9:03:45,-626,14192,8744,12314,17752,29,CCW,147.726,147.2753309,-0.450669058,-60,-62.3442,3743
39,9:03:45,-617,13746,8656,12749,17840,29,CCW,142.173,141.7536616,-0.419338438,-60,-62.3442,3744
40,9:03:45,-633,13283,8607,13203,17877,29,CCW,136.476,136.0784512,-0.397548819,-60,-62.3442,3745
41,9:03:46,-612,12845,8606,13649,17868,29,CCW,130.968,130.6139311,-0.354068928,-60,-62.35425,3746
42,9:03:46,-632,12399,8662,14107,17835,29,CCW,125.28,124.9843216,-0.295678396,-60,-62.35425,3747
43,9:03:46,-618,11954,8748,14530,17732,29,CCW,119.718,119.4582982,-0.25970182,-60,-62.35425,3748
44,9:03:47,-626,11536,8884,14971,17594,29,CCW,114.084,113.8295941,-0.254405941,-60,-62.3643,3749
45,9:03:47,-605,11134,9055,15361,17413,29,CCW,108.639,108.3994069,-0.239593091,-60,-62.3643,3750
46,9:03:47,-620,10733,9274,15746,17195,29,CCW,103.059,102.7476086,-0.311391393,-60,-62.3643,3751
47,9:03:47,-627,10375,9532,16128,16937,29,CCW,97.416,97.06574801,-0.35025199,-60,-62.3643,3752
48,9:03:48,-622,10027,9817,16459,16635,29,CCW,91.818,91.40359285,-0.414407155,-60,-62.37435,3753
49,9:03:48,-634,9714,10155,16781,16319,29,CCW,86.112,85.6511528,-0.460847202,-60,-62.37435,3754
50,9:03:48,-614,9437,10490,17051,15959,29,CCW,80.586,80.07517174,-0.510828259,-60,-62.37435,3755
51,9:03:49,-626,9199,10872,17303,15580,29,CCW,74.952,74.37889764,-0.573102356,-60,-62.3844,3756
52,9:03:49,-624,8986,11281,17500,15183,29,CCW,69.336,68.70332284,-0.632677159,-60,-62.3844,3757
53,9:03:49,-612,8829,11686,17660,14766,29,CCW,63.828,63.19142839,-0.636571605,-60,-62.3844,3758
54,9:03:49,-624,8715,12116,17787,14330,29,CCW,58.212,57.5871339,-0.624866104,-60,-62.3844,3759
55,9:03:50,-613,8634,12553,17850,13897,29,CCW,52.695,52.10989177,-0.585108226,-60,-62.39445,3760
56,9:03:50,-634,8603,13007,17878,13437,29,CCW,46.989,46.43966819,-0.549331813,-60,-62.39445,3761
57,9:03:50,-624,8626,13452,17863,12981,29,CCW,41.373,40.87464919,-0.498350805,-60,-62.39445,3762
58,9:03:51,-631,8686,13912,17795,12537,29,CCW,35.694,35.25398689,-0.440013107,-60,-62.4045,3763
59,9:03:51,-618,8799,14358,17695,12109,29,CCW,30.132,29.72777418,-0.404225822,-60,-62.4045,3764
60,9:03:51,-626,8953,14775,17539,11670,29,CCW,24.498,24.14372278,-0.354277222,-60,-62.4045,3765
61,9:03:52,-613,9146,15192,17349,11270,29,CCW,18.981,18.60895228,-0.372047724,-60,-62.41455,3766
62,9:03:52,-628,9378,15594,17107,10873,29,CCW,13.329,12.90940309,-0.419596911,-60,-62.41455,3767
63,9:03:52,-633,9661,15982,16851,10498,29,CCW,7.632,7.176007792,-0.455992208,-60,-62.41455,3768
64,9:03:53,-617,9945,16302,16521,10141,29,CCW,2.079,1.565214496,-0.513785504,-60,-62.41455,3769
0,9:03:57,116,10004,16377,16572,10163,30,CW,1.044,1.289044372,0.245044372,-60,-62.4246,3770
1,9:03:58,588,9708,16046,16872,10507,30,CW,6.336,6.80445582,0.46845582,-60,-62.4246,3771
2,9:03:58,638,9422,15671,17149,10888,30,CW,12.078,12.57047882,0.492478818,-60,-62.4246,3772
3,9:03:58,627,9195,15269,17400,11282,30,CW,17.721,18.24516603,0.52416603,-60,-62.43465,3773
4,9:03:58,634,8991,14842,17588,11701,30,CW,23.427,23.94747107,0.520471074,-60,-62.43465,3774
5,9:03:59,605,8837,14429,17740,12124,30,CW,28.872,29.39259529,0.520595289,-60,-62.43465,3775
6,9:03:59,622,8729,13978,17860,12559,30,CW,34.47,34.99311013,0.523110132,-60,-62.43465,3776
7,9:03:59,627,8658,13526,17923,13012,30,CW,40.113,40.6044336,0.491433604,-60,-62.4447,3777
8,9:04:00,626,8630,13076,17934,13459,30,CW,45.747,46.12638554,0.379385539,-60,-62.4447,3778
9,9:04:00,633,8667,12615,17920,13918,30,CW,51.444,51.81013106,0.366131056,-60,-62.4447,3779
10,9:04:00,613,8739,12184,17852,14358,30,CW,56.961,57.2698475,0.308847497,-60,-62.45475,3780
11,9:04:00,631,8847,11750,17724,14798,30,CW,62.64,62.89327767,0.253277673,-60,-62.45475,3781
12,9:04:01,625,9015,11327,17571,15216,30,CW,68.265,68.5048633,0.239863304,-60,-62.45475,3782
13,9:04:01,607,9213,10933,17373,15611,30,CW,73.728,74.02560244,0.297602438,-60,-62.4648,3783
14,9:04:01,625,9452,10559,17129,16002,30,CW,79.353,79.69819047,0.345190472,-60,-62.4648,3784
15,9:04:02,616,9726,10206,16863,16348,30,CW,84.897,85.24519671,0.348196711,-60,-62.4648,3785
16,9:04:02,633,10040,9870,16540,16671,30,CW,90.594,91.00748346,0.41348346,-60,-62.47485,3786
17,9:04:02,620,10376,9583,16196,16977,30,CW,96.174,96.68049182,0.506491824,-60,-62.49681667,3787
18,9:04:03,632,10756,9318,15828,17241,30,CW,101.862,102.4324136,0.570413647,-60,-62.48863333,3788
19,9:04:03,617,11144,9095,15442,17457,30,CW,107.415,108.0063316,0.591331648,-60,-62.48863333,3789
20,9:04:03,623,11550,8920,15026,17650,30,CW,113.022,113.6304392,0.60843921,-60,-62.48863333,3790
21,9:04:03,611,11976,8789,14619,17792,30,CW,118.521,119.0846175,0.56361749,-60,-62.48863333,3791
22,9:04:04,624,12421,8690,14179,17886,30,CW,124.137,124.7005532,0.563553159,-60,-62.48045,3792
23,9:04:04,619,12858,8641,13717,17936,30,CW,129.708,130.2884141,0.580414052,-60,-62.48045,3793
24,9:04:04,616,13311,8639,13280,17949,30,CW,135.252,135.7702885,0.518288543,-60,-62.48045,3794
25,9:04:05,635,13766,8678,12822,17901,30,CW,140.967,141.3997582,0.432758243,-60,-62.47226667,3795
26,9:04:05,617,14212,8774,12380,17829,30,CW,146.52,146.935983,0.415982985,-60,-62.47226667,3796
27,9:04:05,633,14651,8907,11937,17699,30,CW,152.217,152.5623234,0.345323416,-60,-62.47226667,3797
28,9:04:05,612,15091,9083,11522,17529,30,CW,157.725,158.1942241,0.469224077,-60,-62.47226667,3798
29,9:04:06,611,15479,9290,11113,17320,30,CW,163.224,163.6790962,0.455096233,-60,-62.46408333,3799
30,9:04:06,625,15871,9551,10724,17075,30,CW,168.849,169.3556235,0.50662349,-60,-62.46408333,3800
31,9:04:06,621,16239,9834,10358,16777,30,CW,174.438,175.0674459,0.629445948,-60,-62.46408333,3801
32,9:04:07,634,16575,10156,10010,16457,30,CW,180.144,180.7924678,0.648467779,-60,-62.4559,3802
33,9:04:07,611,16883,10508,9703,16117,30,CW,185.643,186.4406007,0.797600724,-60,-62.4559,3803
34,9:04:07,635,17170,10887,9431,15736,30,CW,191.358,192.1950722,0.837072222,-60,-62.4559,3804
35,9:04:08,628,17401,11285,9187,15335,30,CW,197.01,197.8662352,0.856235207,-60,-62.44771667,3805
36,9:04:08,633,17592,11710,8983,14915,30,CW,202.707,203.5632289,0.856228866,-60,-62.44771667,3806
37,9:04:08,604,17754,12125,8838,14495,30,CW,208.143,209.0004336,0.857433568,-60,-62.44771667,3807
